job title,location,company name,job experience
Network And Security Engineer,"Cairo, Egypt",ORGANI GROUP -,"Full Time
On-site
Manager · 8 - 10 Yrs of Exp · IT/Software Development
· Information Technology (IT)
·
Engineering
· Networking
· Computer Science"
Workshop Manager\Supervisor- Obour Branch,"Obour City, Cairo, Egypt",ALJ AutoJameel -,"Full Time
On-site
Manager · 2 - 4 Yrs of Exp · Engineering - Mechanical/Electrical
· Automotive
· Maintenance
·
Mechanical Engineering
·
Engineering
· Workshop
· Workshop Management
· KPI
· Repair
· Technical Support"
Projects HSE Manager,"Cairo, Egypt",Confidential -,"Full Time
On-site
Manager · 14 - 20 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy
· HSE
· EPC
· Petroleum Field
· Oil & Gas Field
·
Petrochemical Engineering
· Construction Field
· NEBOSH"
Warehouse Section Head,"6th of October, Giza, Egypt",Fine Hygienic Holding -,"Full Time
On-site
Experienced · 6 - 8 Yrs of Exp · Logistics/Supply Chain ·
Mechanical Engineering
·
Industrial Engineering
· Warehousing
· Warehouse Management
· Warehouse Operations"
"Health, Safety & Environment Supervisor","New Cairo, Cairo, Egypt",GEMS Education -,"Full Time
On-site
Manager · 3 - 5 Yrs of Exp · Quality · Engineering - Other
· Safety
· Quality
·
Engineering
· HSE
· Management
· Education
· Quality Control
· Quality Assurance"
IT Help Desk,"Obour City, Cairo, Egypt",Original International For trailers -,"Full Time
On-site
Entry Level · 1 - 3 Yrs of Exp · IT/Software Development
· Help desk
· Communication
· Information Technology (IT)
· computer
·
Computer Engineering
· Computer Science
·
Engineering"
IT Specialist - Sokhna,"Ain Sokhna, Suez, Egypt",Confidential -,"Full Time
On-site
Experienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Install
· CCNA
· CCNA Voice
· SQL Server
· Troubleshoot
· Maintenance
· Information Technology (IT)"
Quality Manager,"Maadi, Cairo, Egypt",Sprints.ai -,"Full Time
On-site
Manager · 7 - 8 Yrs of Exp · Quality
· ISO
· quality
· Quality Assurance
· Quality Management
· Education
·
Engineering
· Management
· Six Sigma
· Quality Control"
Senior Urban Planner,"New Cairo, Cairo, Egypt",Talaat Moustafa Group -,"Full Time
On-site
Experienced · 5 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management
· Architecture
· Civil
·
Civil Engineering
· Design
·
Engineering
· Management
· Planning
· Project"
Security Supervisor,"Kuwait City, Kuwait",Millennium Central Kuwait Downtown Hotel -,"Full Time
Experienced · IT/Software Development · Legal · Engineering - Telecom/Technology
· Security
· Information Technology (IT)
· Computer Science
·
Engineering
· CISSP
· CISM
·
Computer Engineering"
Senior Full Stack Developer,"New York City, United States",Confidential -,"Full Time
Remote
Experienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Full Stack
· JavaScript
· MongoDB
· Node.js
· React
· Apollo
· GraphQL"
Junior Full Stack .NET Developer,"Nasr City, Cairo, Egypt",Aliaict -,"Full Time
On-site
Entry Level · 2+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology
· .Net
· Angular
· Computer Science
· CSS
·
Engineering
· HTML
· Information Technology (IT)"
AI Engineer,"Cairo, Egypt",Paxerahealth Corp -,"Full Time
Hybrid
Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· C++
· AI
· Computer Science
· Information Technology (IT)
· Machine Learning
· Programming
· Frameworks
· Artificial Intelligence"
IT Manager,"New Cairo, Cairo, Egypt",LYCHEE EGYPT -,"Full Time
On-site
Senior Management · 10 - 17 Yrs of Exp · IT/Software Development ·
Computer Engineering
· ERP
· Information Technology (IT)
· IT
· Computer Science
· computer
· Project Management
· Skills"
Application Support,"10th of Ramadan City, Cairo, Egypt",Energya Cables -,"Full Time
On-site
Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology ·
Engineering
· Information Technology (IT)"
Talent Management Director,"10th of Ramadan City, Cairo, Egypt",Kandil Glass -,"Full Time
On-site
Senior Management · 15 - 20 Yrs of Exp · Administration · Human Resources · Operations/Management
· HR
· HR Diploma
· Human Resources
· Human Resources (HR)
· Labor
· Labor Law
· Law"
Junior Quality Assurance,"Giza, Egypt",Yodawy Med -,"Full Time
Hybrid
Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology
· QA
· quality
· Quality Assurance
· Software Development
·
Software Engineering
· Testing
· Software"
Senior Technical Offer and Quotation Officer,"Sheraton, Cairo, Egypt",Luminary for Marketing and Advertisement -,"Full Time
On-site
Manager · 5 - 10 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Engineering - Mechanical/Electrical
· Audit
·
Data Analysis
· QC
· Procurement
· Request For Quotation
· Submittals
· Odoo ERP"
Project Manager,"6th of October, Giza, Egypt",Confidential -,"Full Time
On-site
Manager · 10+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Operations/Management
· Construction Management
· Construction
· Operations
·
Civil Engineering
·
Engineering
· QA
· QC
· Management"
OSS / BSS Project Manager - Arabic Speaking,"Riyadh, Saudi Arabia",AxiaMetrics -,"Freelance / Project
Entry Level · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· information technology (it)
· computer science
·
engineering
· oss
· project management
· bss
· oracle"
Data Entry Assistant-Full Time-Remote,"Riyadh, Saudi Arabia",hirenationalcity -,"Full Time
Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology
· information technology (it)
· computer science
· microsoft office
· accounting
·
data entry
· communication skills
· software"
Work From Home Data Entry Assistant (Entry Level),"Dubai, United Arab Emirates",BrightSpark Business Solutions -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Data Entry Assistant-Full Time-Remote,"Riyadh, Saudi Arabia",hiretowncity -,"Full Time
Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology
· information technology (it)
· computer science
· microsoft office
· accounting
·
data entry
· communication skills
· software"
IT system Administrator,"Bolkly, Alexandria, Egypt",Eduhive -,"Full Time
On-site
Experienced · 2 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· computer
· Networks
·
Computer Engineering
·
Engineering
· Network"
Remote Online Data Entry Clerk Needed,"Riyadh, Saudi Arabia",BrightSpark Business Solutions -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· information technology (it)
· computer science
·
data entry
· administration
· microsoft office
· media
· social media"
Network Administrator,"Mohandessin, Giza, Egypt",Cairoscan -,"Full Time
On-site
Experienced · 2 - 3 Yrs of Exp · Hospitality/Hotels/Food Services · IT/Software Development · Engineering - Telecom/Technology ·
Engineering
· network
· network administrator
· Network Administration
· Information Technology (IT)
· Computer Science"
Workshop Manager\Supervisor- Abu Rawash Branch,"Abu Rawash, Giza, Egypt",ALJ AutoJameel -,"Full Time
On-site
Manager · 2 - 4 Yrs of Exp · Engineering - Mechanical/Electrical
· Automotive
·
automotive engineering
· Leadership
· Workshop
· KPI
· Standard Operation Procedures
· Management
· Microsoft Office
· Repair"
UPS Maintenance Specialist,"Maadi, Cairo, Egypt",Wadi Degla Trading -,"Full Time
On-site
Experienced · 5 - 7 Yrs of Exp · males_only · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical
· Electronics
·
Electronics Engineering
·
Engineering
· Maintenance
· Repair
· Ups
· Ups System
· Installation"
Senior Android Developer,"Alexandria, Egypt",Softxpert Incorporation -,"Full Time
Hybrid
Experienced · 3 - 5 Yrs of Exp · IT/Software Development
· Agile
· Android
· Computer Science
· Git
· Information Technology (IT)
· MVC
· Software
· Java
·
Software Engineering"
"Electrical Sales Manager “Distribution ""","Nasr City, Cairo, Egypt",Prime Group -,"Full Time
On-site
Manager · 7 - 15 Yrs of Exp · Sales/Retail · Engineering - Mechanical/Electrical ·
Engineering
· Construction
· Electrical"
Revenue / Pricing Analyst,"Makkah, Saudi Arabia",flyadeal -,"Full Time
Entry Level · Accounting/Finance · Business Development · Analyst/Research
· Accounting
· Analysis
· Finance
· Microsoft Office
· Pricing
· Business Analysis
· Economics"
Junior Level Data Entry - Work From Home,"Dubai, United Arab Emirates",Recyclednapkin.com -,"Full Time
Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology
· accounting
· finance
· microsoft office
· information technology (it)
·
data entry
· communication skills
· management"
Microsoft Dynamics CRM Technical Consultant,"Jeddah, Saudi Arabia",Confidential -,"Full Time
Remote
Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Dynamics CRM
· Microsoft Dynamics
· Microsoft Dynamics CRM
·
Engineering"
Remote Data Entry Work (Entry Level),"Riyadh, Saudi Arabia",Dapco Video -,"Full Time
Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology
· computer science
· information technology (it)
· microsoft office
· administration
·
data entry
· software
· communication skills"
Material Planning & Procurement Specialist,"Mohandessin, Giza, Egypt",Nahdet Misr Publishing Group -,"Full Time
On-site
Experienced · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Engineering - Other
· CPIM
· analytical
· Supply Chain
· demand
· Planning
· Supply
· Production
· Logistics"
Senior Software Tester,"Nasr City, Cairo, Egypt",intrazero -,"Full Time
Hybrid
Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology
· Software Testing
· Quality Control
· Software Development
· Information Technology (IT)
· Mobile Testing
· Security Testing
· Computer Science"
Quality (Control&Assurance),"Ameria, Alexandria, Egypt",Alfouad for Automotive Spare Parts -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · males_only · Manufacturing/Production · Quality ·
Engineering
· English
· excel
· ISO
· ISO 9001
· Management
· Microsoft Office
· Quality Assurance"
Work From Home Data Entry Assistant,"Dubai, United Arab Emirates",Haasbeek Business -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",R H Art -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Junior Level Data Entry - Work From Home,"Dubai, United Arab Emirates",Nederlandse WingTsun Organisatie -,"Full Time
Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology
· accounting
· finance
· microsoft office
· information technology (it)
·
data entry
· communication skills
· management"
Integration Specialist,"Nasr City, Cairo, Egypt",Confidential -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology ·
Computer Engineering
· Information Technology (IT)
· Integration
· Java
· JSON
· ETL
· Programming
· JavaScript"
Data Entry Assistant-Full Time-Remote,"Riyadh, Saudi Arabia",Coffee News of Durham-RTP and Morrisville -,"Full Time
Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology
· information technology (it)
· computer science
· microsoft office
· accounting
·
data entry
· communication skills
· software"
Work-From-Home Data Entry Positions,"Dubai, United Arab Emirates",Green Energy Shop -,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· microsoft office
· information technology (it)
· sales
· computer science
·
data entry
· communication skills
· management"
Work-From-Home Data Entry Positions (Entry Level),"Dubai, United Arab Emirates",Coffee News of Durham-RTP and Morrisville -,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· microsoft office
· information technology (it)
· sales
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant (Entry Level),"Dubai, United Arab Emirates",Wine my Lips -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Remote Online Data Entry Clerk Needed,"Dubai, United Arab Emirates",Wine my Lips -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· information technology (it)
· computer science
·
data entry
· administration
· microsoft office
· media
· social media"
Work-From-Home Data Entry Positions,"Riyadh, Saudi Arabia",Coffee News of Durham-RTP and Morrisville -,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· microsoft office
· information technology (it)
· sales
· computer science
·
data entry
· communication skills
· management"
Geoinformation Systems Engineer,"Kuwait City, Kuwait",Jadeclover (SEA) Pte Ltd -,"Freelance / Project
Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
·
Engineering
·
Computer Engineering
· Installation
· Linux
· Maintenance"
Backend Developer (Laravel),"Smart Village, Giza, Egypt",Bright Creations -,"Full Time
Hybrid
Entry Level · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology ·
Engineering
· APIs
· Laravel
· PHP
· Back-End Development
· Full Stack Development
· Computer Science
· Information Technology (IT)"
Security Supervisor,"Dubai, United Arab Emirates",Millennium Downtown Abu Dhabi -,"Full Time
Experienced · IT/Software Development · Legal · Engineering - Telecom/Technology
· Security
· Information Technology (IT)
· Computer Science
·
Engineering
· CISSP
· CISM
·
Computer Engineering"
QHSE Manager,"6th of October, Giza, Egypt",M&A Glass Processing Company -,"Full Time
On-site
Manager · 10 - 15 Yrs of Exp · Quality · Engineering - Other ·
Engineering
· QHSE management
· QHSE
· Quality Control
· Environmental Management"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",Tom Zaleski for Congress -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant,"Dubai, United Arab Emirates",Windrush Ventures -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Remote Data Entry Work,"Riyadh, Saudi Arabia",Number 29 Consultancy -,"Full Time
Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology
· computer science
· information technology (it)
· microsoft office
· administration
·
data entry
· communication skills
· management"
Principal Mechanical Engineer,"Dubai, United Arab Emirates",Syska Hennessy Group -,"Full Time
Experienced · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical ·
Mechanical Engineering
·
Engineering
· AutoCAD
· Maintenance
· HVAC
·
Electrical Engineering
· Mechanical"
DAZU Pay - Python Developer (FinTech),"Smart Village, Giza, Egypt",Bright Creations -,"Full Time
Freelance / Project
Hybrid
Entry Level · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Python
· Django
· Flask
· Python Scripting
· Web Scraping
· WWeb Scraping
· CI
· Computer Science"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",Founder Tunnel Network -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
AI Engineer,"Dubai, United Arab Emirates",UAE General Civil Aviation Authority (GCAA) -,"Full Time
Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· AI
· Information Technology (IT)
· Computer Science
·
Engineering
· Python
·
Software Engineering
· NLP"
Work From Home Data Entry Assistant,"Dubai, United Arab Emirates",www.inktvoormijnprinter.nl -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Project Engineer,"Riyadh, Saudi Arabia",DHL Global Forwarding -,"Full Time
Experienced · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical
· Project Management
·
Engineering
·
Civil Engineering
· Construction
· Information Technology (IT)
· Computer Science
· Architecture"
Senior C# Developer - DevExpress Experience,"New Cairo, Cairo, Egypt",xTools -,"Full Time
Freelance / Project
Hybrid
Experienced · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· C#
· Git
· DevExpress
· Agile
· Software Development
· Development
· Computer Science
· Communication skills"
Senior PHP Developer,"Giza, Egypt",Wakeb Data -,"Full Time
On-site
Experienced · 4 - 7 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology
· Agile
· PHP
· Computer Science
·
Software Engineering
· Laravel
· Information Technology (IT)
· Software Development"
Operations Engineer (Renewable Energy),"Dubai, United Arab Emirates",avua -,"Full Time
Not specified · IT/Software Development · Operations/Management · Engineering - Telecom/Technology ·
Engineering
· Operations
· Information Technology (IT)
· Computer Science
·
Mechanical Engineering
· Management
· Maintenance"
Data Entry Clerk Working Remotely From Home,"Dubai, United Arab Emirates",Recyclednapkin.com -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology ·
data entry
· administration
· microsoft office
· information technology (it)
· typing
· remote
· ms office"
Junior Graduate Analyst,"Dubai, United Arab Emirates",Cognizant -,"Full Time
Entry Level · Accounting/Finance · IT/Software Development · Analyst/Research
· Analysis
· Microsoft Office
· Accounting
·
Data Analysis
· Financial Analysis
· Computer Science
· Computer Skills"
Health and Safety Site Auditor,"Nasr City, Cairo, Egypt",LSE -,"Full Time
On-site
Experienced · 2 - 4 Yrs of Exp · males_preferred · Quality · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical
· HSE
· IOSH
· OSHA
· quality
· Environment
· Safety
· Quality Control"
Interface and Integration Manager,"Sheraton, Cairo, Egypt",COLAS RAIL Egypt -,"Full Time
On-site
Manager · 10 - 15 Yrs of Exp · Engineering - Mechanical/Electrical ·
Engineering
·
Electrical Engineering"
Process Support Engineer,"Doha, Qatar",Qatar Chemical Company -,"Full Time
Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
·
Engineering
· Technical Support
· Customer Service
· Customer Support
· Customer Care"
Data Governance and Compliance Senior Specialist,"Riyadh, Saudi Arabia","Zakat, Tax and Customs Authority -","Full Time
Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· Quality
· Quality Assurance
· Compliance
· Programming
·
Big Data"
Facility Site Manager (Banking Background),"Sheikh Zayed, Giza, Egypt",Leeds -,"Full Time
On-site
Manager · 7+ Yrs of Exp · Project/Program Management · Engineering - Mechanical/Electrical
· Project Management
·
Electrical Engineering
·
Mechanical Engineering
·
Engineering
· Facility Management
· Facility
· Mechanical
· Communication"
Operations Manager,"Cairo, Egypt",K Line Europe -,"Full Time
On-site
Manager · 10 - 15 Yrs of Exp · Operations/Management ·
Engineering
· Operations Management
· Manufacturing
· Management
· Medical"
Data Entry Remote Work (Part-Time/Full-Time),"Riyadh, Saudi Arabia",S3WM :: web media + design -,"Full Time
Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology
· computer science
· information technology (it)
· microsoft office
· administration
·
data entry
· software
· communication skills"
Work-From-Home Data Entry Positions (Entry Level),"Riyadh, Saudi Arabia",S3WM :: web media + design -,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· microsoft office
· information technology (it)
· sales
· computer science
·
data entry
· social media
· communication skills"
Work-From-Home Data Entry Positions,"Riyadh, Saudi Arabia",S3WM :: web media + design -,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· microsoft office
· information technology (it)
· sales
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",World Domination Online Interactive Media Entertainment Studio -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Remote Data Entry Assistant– Work From Home,"Dubai, United Arab Emirates",qpmedia -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· computer science
· information technology (it)
· customer service
· administration
· microsoft office
·
data entry
· communication skills"
Product Manager,"Maadi, Cairo, Egypt",Tenjaz -,"Full Time
Hybrid
Experienced · 2 - 5 Yrs of Exp · IT/Software Development
· Computer Science
·
Engineering
· Product
· Product Management
· Software Development"
IT Manager,"6th of October, Giza, Egypt",Confidential -,"Full Time
On-site
Manager · 10 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· IT
· computer
·
Computer Engineering
· Networks
· Project Management
· Software"
Work-From-Home Data Entry Positions (Entry Level),"Riyadh, Saudi Arabia",Chix and Mortar -,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· microsoft office
· information technology (it)
· sales
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",Invents & Marks -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",SELLUTION.CO.UK -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Procurement Specialist - Constructions Material,"Heliopolis, Cairo, Egypt",DME Holding -,"Full Time
On-site
Experienced · 3 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Logistics/Supply Chain · Purchasing/Procurement
· Procurement
·
Engineering
· English
· Civil
· Purchasing
· Supply Chain
· Cost"
Engineering & Security Director (M/F),"Dubai, United Arab Emirates",MAMA SHELTER LISBOA -,"Full Time
Manager · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical ·
Engineering
· Information Technology (IT)
· Computer Science
· Software Development
·
Software Engineering
·
Computer Engineering
·
Mechanical Engineering"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",especiallycreams.com -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Remote Online Data Entry Clerk Needed,"Riyadh, Saudi Arabia",Jinga BV -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· information technology (it)
· computer science
·
data entry
· administration
· microsoft office
· typing
·
database"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",HgBoxing -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
"Senior Specialist, Academic Affairs & LMS","6th of October, Giza, Egypt",ESLSCA University -,"Full Time
On-site
Experienced · 2 - 4 Yrs of Exp · Customer Service/Support · IT/Software Development ·
Data Entry
· Client Service"
Network and Security Expert,"New Cairo, Cairo, Egypt",Cleopatra Hospitals Group -,"Full Time
On-site
Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· network
· Cisco
·
Engineering
· Information Technology (IT)
· Networking
· Security
· CCNP"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",CanadaCubaRunners -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
IT Demand & Delivery - DWH Manager,"Cairo, Egypt",MOBILY INFOTECH LTD INDIA -,"Full Time
Remote
Manager · 10 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· PL/SQL
· Teradata
· Telecom
· SQL
· technical
· Telecommunication
· Computer Science
· Communication skills"
Remote Data Entry Associate: Work From Home,"Riyadh, Saudi Arabia",Green Energy Shop -,"Full Time
Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology
· information technology (it)
· computer science
· customer service
· customer care
·
data entry
· microsoft office
· software"
Cyber Security Engineer,"Dubai, United Arab Emirates",Cyberr® -,"Full Time
Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
·
Engineering
· Security
· Networking
·
Computer Engineering
· Cisco"
Work From Home Data Entry Assistant,"Dubai, United Arab Emirates",Zeeonix -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant,"Dubai, United Arab Emirates",Jenkinsons Decorating Contractors Ltd -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",Silver Champion d.o.o. Sarajevo -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant (Entry Level),"Riyadh, Saudi Arabia",Coffee News of Durham-RTP and Morrisville -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Remote Data Entry Work (Entry Level),"Dubai, United Arab Emirates","MAN, Technology, Environment -","Full Time
Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology
· computer science
· information technology (it)
· microsoft office
· administration
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",Festival Manitoba -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",Maastricht Moet Je Horen! -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",AllWebsites.be -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",NewPower Coaching & Consulting Firm -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",gasmGIRL -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Field Service Engineer - Red Sea (Umluj),"Riyadh, Saudi Arabia",Smiths Detection -,"Full Time
Entry Level · Installation/Maintenance/Repair · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical ·
Engineering
·
Electrical Engineering
· Maintenance
· Information Technology (IT)
· Computer Science
· Customer Service
·
Mechanical Engineering"
Work-From-Home Data Entry Positions,"Dubai, United Arab Emirates",Charlotte PA -,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· microsoft office
· information technology (it)
· sales
· computer science
·
data entry
· communication skills
· management"
Planning Section Manager,"Heliopolis, Cairo, Egypt",DME Holding -,"Full Time
On-site
Manager · 10 - 12 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical ·
Engineering
· Microsoft Office
· Planning
· Primavera
·
Planning Engineer
· Civil
· English
·
Civil Engineering"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",The Sensitive Epicure -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
