job title,location,company name,job experience
Sr Telecommunications Engineer,"Kuwait City, Kuwait",Intrepid -,"Full Time
Experienced · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical ·
Engineering
· Information Technology (IT)
· Computer Science
· Software Development
·
Electrical Engineering
·
Software Engineering
· AWS"
Structure BIM Manager,"Sheraton, Cairo, Egypt",Roya Developments -,"Full Time
Hybrid
Manager · 8 - 14 Yrs of Exp · Engineering - Construction/Civil/Architecture ·
Engineering
· Infrastructure
· Architectural Design
· Architecture Design
· AutoCAD Design
· Design Management
· BIM
· BIM Modeling
· Revit BIM"
Operation and Maintenance Manager,"Sheraton, Cairo, Egypt",COLAS RAIL Egypt -,"Full Time
On-site
Manager · 6 - 8 Yrs of Exp · Operations/Management ·
Engineering
· Maintenance
· operation
· Management"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",3Vistas Comunicação -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· social media"
"Bytedance, Internet Engineering Graduate, Dubai 2025","Dubai, United Arab Emirates",ByteDance -,"Full Time
Entry Level · IT/Software Development · Engineering - Telecom/Technology
· 2021
· step
·
engineering
· google
· programming
· technology"
Supply Chain Manager,"Mokattam, Cairo, Egypt",El Mansour Development -,"Full Time
On-site
Manager · 10 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Logistics/Supply Chain · Purchasing/Procurement
· Construction
·
Engineering
· Logistics
· Management
· Procurement
· Project Management
· Purchasing"
Work From Home Data Entry Assistant,"Dubai, United Arab Emirates",Portland Flag Football -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· social media"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",Invirament Internet Marketing Company -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· social media"
Reliability Engineer I,"Doha, Qatar",North Oil Company Qatar -,"Full Time
Entry Level · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical ·
Engineering
· Computer Science
· Information Technology (IT)
· Java
· Python
· AWS
·
Software Engineering"
Fleet Maintenance and Operation Manager,"Alexandria, Egypt",Confidential -,"Full Time
On-site
Manager · 10 - 15 Yrs of Exp · Installation/Maintenance/Repair · Logistics/Supply Chain · Engineering - Mechanical/Electrical ·
Engineering
· Fleet
· Fleet Maintenance
· Fleet Management
· Logistics
· Maintenance
· Management"
Sales Engineer,"Kuwait City, Kuwait",HRInvest -,"Full Time
Experienced · Sales/Retail · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical
· Sales
· Sales Skills
·
Engineering
· Sales Target
·
Mechanical Engineering
·
Electrical Engineering
· Customer Service"
"Production Manager - Steel Sections, Angles","6th of October, Giza, Egypt",Al Ola steel Group -,"Full Time
On-site
Manager · 10 - 20 Yrs of Exp · Operations/Management · Manufacturing/Production · Engineering - Mechanical/Electrical
· English
·
Engineering
· Lean manufacturing
· Production Management
· Manufacturing
· Production
· Planning"
Remote Online Data Entry Clerk Needed,"Dubai, United Arab Emirates",Charlotte PA -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· information technology (it)
· computer science
·
data entry
· administration
· microsoft office
·
database
· software"
Data Entry Clerk Working Remotely From Home,"Riyadh, Saudi Arabia",Wind Energy Hosting -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology ·
data entry
· administration
· microsoft office
· information technology (it)
· typing
· remote
· ms office"
"Lead, Category Engineer","Doha, Qatar",North Oil Company Qatar -,"Full Time
Experienced · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical
· Information Technology (IT)
· Computer Science
·
Engineering
· Software Development
·
Software Engineering
· Software
·
Civil Engineering"
Entry-Level Remote Data Input Position,"Riyadh, Saudi Arabia",Beeldwerk collective studio 127 -,"Full Time
Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology
· information technology (it)
· customer service
· computer science
· customer care
· microsoft office
· management
·
data entry"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",AppraiseNet REO -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· social media"
Quality Control Specialist,"Cairo, Egypt",alsafwa alarabia -,"Full Time
On-site
Experienced · 3+ Yrs of Exp · Quality · Tourism/Travel
· Quality Assurance
· Quality Control
· quality
· Quality Management
·
Engineering
· Management
· Business Administration
· Hospitality"
Senior Mobile Developer,"New Cairo, Cairo, Egypt",Techsa -,"Full Time
Hybrid
Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Documentation
· front-end
· Mobile
· Problem Solving
· Software
·
Software Engineering
· Flutter"
Electrical Maintenance Manager - Steel Industry,"Giza, Egypt",Al Ola steel Group -,"Full Time
On-site
Manager · 10 - 20 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical
· Management
· Manufacturing
·
Electrical Engineering
· Maintenance
· Communication
· Safety"
Django Developer,"Sheikh Zayed, Giza, Egypt",Confidential -,"Full Time
On-site
Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Django
· Python
· Back-End Development
· Amazon AWS
· Computer Science
·
Engineering
· CSS
· Git"
Electrical / Mechanical Maintenance Section Head,"Alsadat City, Monufya, Egypt",Royal Herbs -,"Full Time
On-site
Experienced · 6 - 9 Yrs of Exp · males_only · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical ·
Mechanical Engineering
·
Electrical Engineering
· Mechatronics
· Automation
· Power
· PLC
· Electrical
· Maintenance"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",E-Lifecoaching -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· social media"
Work From Home Data Entry Assistant,"Dubai, United Arab Emirates",BKWQPhoto -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· social media"
Electrical Engineering Lead,"Riyadh, Saudi Arabia",Nightwing -,"Full Time
Experienced · Installation/Maintenance/Repair · Sales/Retail · Engineering - Mechanical/Electrical ·
Electrical Engineering
·
Engineering
· AutoCAD
· Maintenance
· Electrical
·
Mechanical Engineering
· Microsoft Office"
System Administrator,"Dokki, Giza, Egypt",RDI -,"Full Time
On-site
Entry Level · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Network Administration
· Information Technology (IT)
· Networking
· Linux
· CCNA
· CCNP
· System Administration"
Work-From-Home Data Entry Positions,"Riyadh, Saudi Arabia",Beeldwerk collective studio 127 -,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· microsoft office
· information technology (it)
· sales
· computer science
·
data entry
· communication skills
· management"
"Senior Outdoor Sales Engineer, Project Business","Dubai, United Arab Emirates",WIKA Group -,"Full Time
Experienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· sales
· sales skills
· information technology (it)
·
engineering
· outdoor sales
· marketing
· english"
Work From Home Data Entry Assistant (Entry Level),"Dubai, United Arab Emirates",Beeldwerk collective studio 127 -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Work From Home Data Entry Assistant,"Riyadh, Saudi Arabia",Wind Energy Hosting -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
· administration
· information technology (it)
· computer science
·
data entry
· communication skills
· management"
Senior IT Support Engineer,"Dubai, United Arab Emirates",Fortes Investment -,"Full Time
Senior Management · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Technical Support
·
Engineering
·
Computer Engineering
· Customer Support
· Customer Service"
Quality Manager,"10th of Ramadan City, Sharqia, Egypt",Confidential -,"Full Time
On-site
Manager · 15 - 20 Yrs of Exp · Operations/Management · Quality
· Agriculture
·
Engineering
· Quality Control
· English
· Quality Assurance
· Food
· Health
· Safety"
Procurement Specialist,"Bourj Alarab, Alexandria, Egypt",ABCO Group -,"Full Time
On-site
Experienced · 3+ Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Engineering - Mechanical/Electrical
· Administration
· Business Administration
· Communication
· ERP
· Logistics
· Manufacturing
· Negotiation"
IT Technical Support Specialist,"Dokki, Giza, Egypt",CLS Learning Solutions -,"Full Time
On-site
Experienced · 3 - 7 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· IT Technical Support
· IT Technical
· Information Technology (IT)
· Computer Science
· CISCO
· Information Security
· MCSA"
Network And System Administrator,"Dokki, Giza, Egypt",Mazzika Group -,"Full Time
On-site
Experienced · 2 - 4 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· network
· Networking
· Software
· Security
· MCSE"
Remote Data Entry Specialist: Work From Home,"Riyadh, Saudi Arabia",Green Energy Shop -,"Full Time
Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology ·
data entry
· microsoft office
· administration
· customer service
· communication skills
· software
· remote"
Remote Data Entry Expert - Work From Home Tasks,"Riyadh, Saudi Arabia",Green Energy Shop -,"Full Time
Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology
· computer science
· customer service
· information technology (it)
· customer support
· microsoft office
·
data entry
· software"
